,date,temperature_2m,temperature_2m_previous_day1,direct_normal_irradiance_instant,direct_normal_irradiance_instant_previous_day1,shortwave_radiation,shortwave_radiation_previous_day1,wind_speed_80m,wind_speed_80m_previous_day1,wind_direction_80m,wind_direction_80m_previous_day1,latitude,longitude
39,2025-01-02 15:00:00+00:00,-0.487,-0.237,0.0,0.0,0.0,0.0,24.442913,16.746773,316.1934,295.46332,55.91,23.27
40,2025-01-02 16:00:00+00:00,-0.88699996,-0.037,0.0,0.0,0.0,0.0,20.674156,17.873556,305.07382,260.72748,55.91,23.27
41,2025-01-02 17:00:00+00:00,-1.137,-0.037,0.0,0.0,0.0,0.0,18.014393,15.646544,272.29056,246.97447,55.91,23.27
42,2025-01-02 18:00:00+00:00,-1.387,-0.13700001,0.0,0.0,0.0,0.0,20.240196,20.907913,264.89792,272.96088,55.91,23.27
43,2025-01-02 19:00:00+00:00,-1.287,-0.237,0.0,0.0,0.0,0.0,21.288757,21.746504,251.25856,263.34567,55.91,23.27
44,2025-01-02 20:00:00+00:00,-1.237,-0.187,0.0,0.0,0.0,0.0,20.991426,23.000591,247.8336,252.69939,55.91,23.27
45,2025-01-02 21:00:00+00:00,-0.987,-0.537,0.0,0.0,0.0,0.0,22.38378,23.871555,242.19862,246.91484,55.91,23.27
46,2025-01-02 22:00:00+00:00,-0.987,-0.587,0.0,0.0,0.0,0.0,23.617756,24.514387,232.43134,240.04648,55.91,23.27
47,2025-01-02 23:00:00+00:00,-0.63699996,-0.63699996,0.0,0.0,0.0,0.0,26.250393,26.368616,227.77924,231.09586,55.91,23.27
48,2025-01-03 00:00:00+00:00,-0.587,-0.33699998,0.0,0.0,0.0,0.0,28.266304,27.757376,223.45189,223.4235,55.91,23.27
49,2025-01-03 01:00:00+00:00,-0.787,0.263,0.0,0.0,0.0,0.0,27.558228,26.758923,213.2749,213.4763,55.91,23.27
50,2025-01-03 02:00:00+00:00,-1.087,0.013,0.0,0.0,0.0,0.0,28.185953,27.231804,204.92845,204.1932,55.91,23.27
51,2025-01-03 03:00:00+00:00,-1.487,-0.837,0.0,0.0,0.0,0.0,31.883888,34.131718,205.40767,206.29472,55.91,23.27
52,2025-01-03 04:00:00+00:00,-1.137,-0.487,0.0,0.0,0.0,0.0,31.981293,37.731365,211.18492,217.63531,55.91,23.27
53,2025-01-03 05:00:00+00:00,-0.737,-0.43699998,0.0,0.0,0.0,0.0,35.069984,37.008278,211.56892,232.90707,55.91,23.27
54,2025-01-03 06:00:00+00:00,-1.037,-0.13700001,0.0,0.0,0.0,0.0,33.481937,28.08923,233.74606,271.46878,55.91,23.27
55,2025-01-03 07:00:00+00:00,-1.037,0.113000005,0.0,0.0,0.0,0.0,25.952478,29.239891,246.27959,274.23633,55.91,23.27
56,2025-01-03 08:00:00+00:00,-0.13700001,0.363,26.709103,12.342907,18.0,15.0,19.809813,23.469128,250.9064,265.60138,55.91,23.27
57,2025-01-03 09:00:00+00:00,-0.187,0.41300002,269.7905,224.16219,82.0,76.0,18.089775,21.518847,264.2895,252.47433,55.91,23.27
58,2025-01-03 10:00:00+00:00,-0.43699998,0.663,339.26773,443.71985,132.0,152.0,17.418196,20.633371,251.93944,222.87889,55.91,23.27
59,2025-01-03 11:00:00+00:00,-0.087,0.663,255.271,195.67139,132.0,118.0,18.678415,24.798225,242.44727,207.68097,55.91,23.27
60,2025-01-03 12:00:00+00:00,-0.13700001,0.463,254.88599,212.16116,128.0,118.0,18.171976,25.729298,213.6901,197.92801,55.91,23.27
61,2025-01-03 13:00:00+00:00,-0.33699998,0.263,124.19177,171.35121,77.0,88.0,22.79684,33.27031,201.29742,193.13403,55.91,23.27
62,2025-01-03 14:00:00+00:00,-0.787,-0.037,0.0,0.0,24.0,24.0,30.855171,40.65291,187.37367,202.93213,55.91,23.27
63,2025-01-03 15:00:00+00:00,-1.237,-0.237,0.0,0.0,0.0,0.0,37.419224,43.322823,191.09369,205.07439,55.91,23.27
64,2025-01-03 16:00:00+00:00,-0.987,-0.43699998,0.0,0.0,0.0,0.0,41.123596,46.812458,200.49742,200.2467,55.91,23.27
65,2025-01-03 17:00:00+00:00,-1.037,-0.487,0.0,0.0,0.0,0.0,42.437263,46.66272,194.7436,215.89746,55.91,23.27
66,2025-01-03 18:00:00+00:00,-1.287,-0.487,0.0,0.0,0.0,0.0,42.724884,39.9908,196.14441,193.53587,55.91,23.27
67,2025-01-03 19:00:00+00:00,-1.187,-0.837,0.0,0.0,0.0,0.0,39.75841,39.28456,196.30177,206.09537,55.91,23.27
68,2025-01-03 20:00:00+00:00,-1.087,-1.087,0.0,0.0,0.0,0.0,40.66088,37.419224,200.19989,210.01828,55.91,23.27
69,2025-01-03 21:00:00+00:00,-1.687,-1.037,0.0,0.0,0.0,0.0,43.987816,34.47928,208.87233,220.34167,55.91,23.27
70,2025-01-03 22:00:00+00:00,-1.887,-1.037,0.0,0.0,0.0,0.0,46.030754,30.855171,213.19295,262.6263,55.91,23.27
71,2025-01-03 23:00:00+00:00,-1.987,-1.687,0.0,0.0,0.0,0.0,36.47388,50.84673,221.39862,324.5094,55.91,23.27
72,2025-01-04 00:00:00+00:00,-1.987,-1.487,0.0,0.0,0.0,0.0,33.71338,55.794193,276.74548,340.3958,55.91,23.27
73,2025-01-04 01:00:00+00:00,-2.337,-1.587,0.0,0.0,0.0,0.0,43.952446,43.274933,296.77484,315.0001,55.91,23.27
74,2025-01-04 02:00:00+00:00,-3.587,-1.837,0.0,0.0,0.0,0.0,58.338882,38.96158,312.74933,305.5993,55.91,23.27
75,2025-01-04 03:00:00+00:00,-4.137,-2.187,0.0,0.0,0.0,0.0,48.128376,33.2781,313.48465,301.2826,55.91,23.27
76,2025-01-04 04:00:00+00:00,-3.887,-2.737,0.0,0.0,0.0,0.0,41.1425,31.716797,304.6635,296.27414,55.91,23.27
77,2025-01-04 05:00:00+00:00,-4.087,-3.187,0.0,0.0,0.0,0.0,38.440853,31.92654,303.54126,299.74478,55.91,23.27
78,2025-01-04 06:00:00+00:00,-4.387,-3.187,0.0,0.0,0.0,0.0,37.34295,36.376038,303.9965,308.57126,55.91,23.27
79,2025-01-04 07:00:00+00:00,-4.437,-3.437,0.0,0.0,0.0,0.0,32.651028,31.608328,304.21576,307.131,55.91,23.27
80,2025-01-04 08:00:00+00:00,-4.137,-3.537,25.264597,117.21491,18.0,30.0,30.7542,27.56058,295.66516,293.8865,55.91,23.27
81,2025-01-04 09:00:00+00:00,-3.237,-2.737,89.187256,94.1736,55.0,56.0,31.353088,27.595825,291.55713,285.12405,55.91,23.27
82,2025-01-04 10:00:00+00:00,-2.137,-1.537,230.32343,472.18094,112.0,159.0,36.702347,33.971867,291.27966,282.8581,55.91,23.27
83,2025-01-04 11:00:00+00:00,-1.137,-0.63699996,216.70158,452.21274,124.0,178.0,37.801712,32.24161,289.4704,276.41074,55.91,23.27
84,2025-01-04 12:00:00+00:00,-0.737,-0.43699998,237.21797,384.4319,125.0,160.0,38.03413,35.65454,287.06293,286.42227,55.91,23.27
85,2025-01-04 13:00:00+00:00,-0.937,-0.687,90.064644,258.8561,69.0,109.0,36.932915,33.39473,280.10498,281.18875,55.91,23.27
86,2025-01-04 14:00:00+00:00,-1.437,-1.287,0.0,0.0,35.0,34.0,34.353127,30.602118,275.41177,270.674,55.91,23.27
87,2025-01-04 15:00:00+00:00,-2.087,-2.037,0.0,0.0,0.0,0.0,30.317043,30.413074,265.91446,263.88458,55.91,23.27
88,2025-01-04 16:00:00+00:00,-2.787,-2.437,0.0,0.0,0.0,0.0,31.883888,29.427662,263.51703,262.26648,55.91,23.27
89,2025-01-04 17:00:00+00:00,-3.087,-2.837,0.0,0.0,0.0,0.0,30.36403,28.930204,259.75598,253.36897,55.91,23.27
90,2025-01-04 18:00:00+00:00,-3.337,-2.787,0.0,0.0,0.0,0.0,30.684587,31.487143,247.94888,247.8336,55.91,23.27
91,2025-01-04 19:00:00+00:00,-2.687,-2.387,0.0,0.0,0.0,0.0,30.113304,30.353355,242.20964,236.12141,55.91,23.27
92,2025-01-04 20:00:00+00:00,-2.587,-2.287,0.0,0.0,0.0,0.0,30.888754,31.828968,233.53067,223.62523,55.91,23.27
93,2025-01-04 21:00:00+00:00,-2.337,-2.537,0.0,0.0,0.0,0.0,34.44167,35.39186,221.18584,223.76367,55.91,23.27
94,2025-01-04 22:00:00+00:00,-2.837,-2.337,0.0,0.0,0.0,0.0,36.601574,36.424103,219.01186,227.00253,55.91,23.27
95,2025-01-04 23:00:00+00:00,-3.137,-2.387,0.0,0.0,0.0,0.0,34.75445,33.092598,219.95749,224.9999,55.91,23.27
96,2025-01-05 00:00:00+00:00,-3.687,-2.287,0.0,0.0,0.0,0.0,32.957207,33.636406,220.12604,227.60262,55.91,23.27
97,2025-01-05 01:00:00+00:00,-3.937,-2.487,0.0,0.0,0.0,0.0,31.485083,31.569351,218.96675,225.92395,55.91,23.27
98,2025-01-05 02:00:00+00:00,-3.937,-2.687,0.0,0.0,0.0,0.0,29.01743,30.551254,217.43864,224.04526,55.91,23.27
99,2025-01-05 03:00:00+00:00,-3.987,-3.037,0.0,0.0,0.0,0.0,28.775238,29.03752,223.47928,222.99045,55.91,23.27
100,2025-01-05 04:00:00+00:00,-3.937,-3.037,0.0,0.0,0.0,0.0,27.238943,26.739542,224.46461,223.36346,55.91,23.27
101,2025-01-05 05:00:00+00:00,-3.937,-2.837,0.0,0.0,0.0,0.0,26.009844,25.96496,221.63345,224.9999,55.91,23.27
102,2025-01-05 06:00:00+00:00,-3.837,-2.237,0.0,0.0,0.0,0.0,23.000591,25.96995,219.92033,223.87679,55.91,23.27
103,2025-01-05 07:00:00+00:00,-3.787,-2.087,0.0,0.0,0.0,0.0,23.838959,24.408424,218.25447,217.208,55.91,23.27
104,2025-01-05 08:00:00+00:00,-2.637,-1.737,0.0,0.0,9.0,10.0,23.0653,24.248611,214.18617,220.78572,55.91,23.27
105,2025-01-05 09:00:00+00:00,-2.037,-1.337,68.54956,221.12277,51.0,77.0,18.59845,25.455843,222.64667,224.9999,55.91,23.27
106,2025-01-05 10:00:00+00:00,-1.537,-0.537,93.0819,0.0,80.0,21.0,21.767351,23.277834,235.78424,230.64827,55.91,23.27
107,2025-01-05 11:00:00+00:00,-1.187,-0.13700001,184.42145,123.01008,117.0,100.0,16.58346,19.319628,242.87877,243.43501,55.91,23.27
108,2025-01-05 12:00:00+00:00,-1.137,-0.237,70.89409,127.87735,79.0,98.0,17.654688,18.971008,249.71735,236.61147,55.91,23.27
109,2025-01-05 13:00:00+00:00,-1.037,-0.33699998,50.05945,90.44927,57.0,70.0,14.81259,17.174677,244.05775,236.97612,55.91,23.27
110,2025-01-05 14:00:00+00:00,-1.187,-0.63699996,0.17190722,1.0413554,16.0,24.0,13.854155,16.485485,245.43285,238.39255,55.91,23.27
111,2025-01-05 15:00:00+00:00,-2.087,-2.637,0.0,0.0,0.0,0.0,10.685391,16.179987,237.38077,237.72438,55.91,23.27
112,2025-01-05 16:00:00+00:00,-3.437,-3.237,0.0,0.0,0.0,0.0,9.290511,15.856354,215.53777,230.52757,55.91,23.27
113,2025-01-05 17:00:00+00:00,-4.237,-2.687,0.0,0.0,0.0,0.0,11.792404,15.273505,192.33908,224.9999,55.91,23.27
114,2025-01-05 18:00:00+00:00,-3.137,-3.937,0.0,0.0,0.0,0.0,11.928989,15.978484,185.19434,202.52061,55.91,23.27
115,2025-01-05 19:00:00+00:00,-2.287,-3.587,0.0,0.0,0.0,0.0,14.471821,17.992796,185.7105,199.88525,55.91,23.27
116,2025-01-05 20:00:00+00:00,-1.837,-3.337,0.0,0.0,0.0,0.0,15.226764,18.228943,186.78888,189.0902,55.91,23.27
117,2025-01-05 21:00:00+00:00,-1.737,-2.187,0.0,0.0,0.0,0.0,16.215992,18.391735,177.45525,183.3664,55.91,23.27
118,2025-01-05 22:00:00+00:00,-2.137,-2.087,0.0,0.0,0.0,0.0,16.327497,17.313717,165.96373,176.42374,55.91,23.27
119,2025-01-05 23:00:00+00:00,-2.187,-1.987,0.0,0.0,0.0,0.0,17.654688,17.771753,159.71736,173.01904,55.91,23.27
120,2025-01-06 00:00:00+00:00,-2.037,-2.237,0.0,0.0,0.0,0.0,18.278645,19.011953,147.87503,161.22188,55.91,23.27
121,2025-01-06 01:00:00+00:00,-1.887,-2.187,0.0,0.0,0.0,0.0,18.218275,19.969458,142.22426,152.04913,55.91,23.27
122,2025-01-06 02:00:00+00:00,-2.037,-2.387,0.0,0.0,0.0,0.0,20.696087,21.178896,139.93929,148.20113,55.91,23.27
123,2025-01-06 03:00:00+00:00,-2.537,-2.587,0.0,0.0,0.0,0.0,23.199759,23.269482,138.14505,145.08052,55.91,23.27
124,2025-01-06 04:00:00+00:00,-2.937,-2.787,0.0,0.0,0.0,0.0,23.977188,23.686249,138.65233,136.8476,55.91,23.27
125,2025-01-06 05:00:00+00:00,-3.237,-2.837,0.0,0.0,0.0,0.0,26.220753,25.711662,135.55618,135.5672,55.91,23.27
126,2025-01-06 06:00:00+00:00,-3.437,-2.987,0.0,0.0,0.0,0.0,27.333935,26.496098,130.19199,126.714294,55.91,23.27
127,2025-01-06 07:00:00+00:00,-3.437,-2.987,0.0,0.0,0.0,0.0,27.943514,28.296091,128.19873,126.7242,55.91,23.27
128,2025-01-06 08:00:00+00:00,-3.337,-2.737,0.0,0.0,11.0,7.0,27.66384,29.882166,124.931015,126.17972,55.91,23.27
129,2025-01-06 09:00:00+00:00,-3.137,-2.637,0.0,13.106364,18.0,33.0,30.652895,30.190672,123.50346,120.84652,55.91,23.27
130,2025-01-06 10:00:00+00:00,-3.437,-2.587,0.0,3.0527267,21.0,31.0,30.466295,29.795301,125.380356,118.11311,55.91,23.27
131,2025-01-06 11:00:00+00:00,-3.237,-2.487,3.5608618,1.1138419,34.0,27.0,30.500309,29.62518,120.499756,115.94224,55.91,23.27
132,2025-01-06 12:00:00+00:00,-3.087,-2.437,1.3421336,0.0,28.0,22.0,32.696644,28.84047,118.257935,114.32556,55.91,23.27
133,2025-01-06 13:00:00+00:00,-3.037,-2.387,0.0,0.0,8.0,11.0,33.221584,29.651413,119.89881,119.05451,55.91,23.27
134,2025-01-06 14:00:00+00:00,-3.037,-2.337,0.0,0.0,2.0,4.0,32.90408,29.853966,126.99536,123.690094,55.91,23.27
135,2025-01-06 15:00:00+00:00,-2.987,-2.337,0.0,0.0,0.0,0.0,32.61727,29.914679,127.375885,129.62897,55.91,23.27
136,2025-01-06 16:00:00+00:00,-2.837,-2.337,0.0,0.0,0.0,0.0,32.619255,29.301876,132.31616,132.5104,55.91,23.27
137,2025-01-06 17:00:00+00:00,-2.637,-2.287,0.0,0.0,0.0,0.0,32.688713,30.192822,143.5086,140.80675,55.91,23.27
138,2025-01-06 18:00:00+00:00,-1.787,-2.137,0.0,0.0,0.0,0.0,29.522196,28.66468,142.43134,154.72232,55.91,23.27
139,2025-01-06 19:00:00+00:00,-1.437,-2.087,0.0,0.0,0.0,0.0,30.45566,28.36471,147.06131,156.0375,55.91,23.27
140,2025-01-06 20:00:00+00:00,-0.787,-1.737,0.0,0.0,0.0,0.0,29.627365,25.849905,152.50095,167.125,55.91,23.27
141,2025-01-06 21:00:00+00:00,-0.037,-0.987,0.0,0.0,0.0,0.0,29.487053,27.952787,162.22859,172.6005,55.91,23.27
142,2025-01-06 22:00:00+00:00,0.41300002,-0.13700001,0.0,0.0,0.0,0.0,28.44,31.1686,180.0,186.63242,55.91,23.27
143,2025-01-06 23:00:00+00:00,1.013,0.913,0.0,0.0,0.0,0.0,33.617138,33.280045,189.86574,195.69006,55.91,23.27
144,2025-01-07 00:00:00+00:00,1.613,1.613,0.0,0.0,0.0,0.0,31.956972,33.790176,194.34937,194.18433,55.91,23.27
145,2025-01-07 01:00:00+00:00,1.813,2.113,0.0,0.0,0.0,0.0,34.171566,36.367126,200.3442,201.4855,55.91,23.27
146,2025-01-07 02:00:00+00:00,2.213,2.113,0.0,0.0,0.0,0.0,35.141975,35.598152,209.45358,208.37915,55.91,23.27
147,2025-01-07 03:00:00+00:00,2.313,1.813,0.0,0.0,0.0,0.0,33.061253,32.949345,215.24765,213.86372,55.91,23.27
148,2025-01-07 04:00:00+00:00,2.213,1.763,0.0,0.0,0.0,0.0,31.39233,30.760519,216.60716,214.9921,55.91,23.27
149,2025-01-07 05:00:00+00:00,2.013,1.863,0.0,0.0,0.0,0.0,32.138947,29.379175,221.36694,216.02747,55.91,23.27
150,2025-01-07 06:00:00+00:00,1.763,1.513,0.0,0.0,0.0,0.0,32.353966,28.58545,222.7454,216.29272,55.91,23.27
151,2025-01-07 07:00:00+00:00,1.863,1.413,0.0,0.0,0.0,0.0,29.914679,29.6383,219.62897,220.07283,55.91,23.27
152,2025-01-07 08:00:00+00:00,1.463,1.513,8.3441515,15.854289,15.0,17.0,30.758411,31.062386,212.57405,212.21652,55.91,23.27
153,2025-01-07 09:00:00+00:00,1.713,2.013,52.660007,110.65484,48.0,61.0,30.631746,27.06472,209.57774,208.61037,55.91,23.27
154,2025-01-07 10:00:00+00:00,2.013,2.013,28.411308,60.165226,55.0,70.0,28.820242,28.079998,205.92485,202.6199,55.91,23.27
155,2025-01-07 11:00:00+00:00,3.113,2.263,77.57656,52.298172,86.0,75.0,28.357857,26.420174,200.04533,199.91649,55.91,23.27
156,2025-01-07 12:00:00+00:00,3.113,2.163,19.66164,79.75752,53.0,84.0,26.867676,29.250967,197.9495,193.52318,55.91,23.27
157,2025-01-07 13:00:00+00:00,2.963,2.113,0.0,10.208197,21.0,37.0,31.205997,28.006058,191.30989,197.96924,55.91,23.27
158,2025-01-07 14:00:00+00:00,2.863,2.113,0.0,0.0,8.0,13.0,28.528723,26.980793,190.17545,198.6768,55.91,23.27
159,2025-01-07 15:00:00+00:00,2.213,1.913,0.0,0.0,0.0,0.0,27.766712,28.73242,193.49574,195.25517,55.91,23.27
160,2025-01-07 16:00:00+00:00,2.213,1.963,0.0,0.0,0.0,0.0,27.698952,28.038431,188.97255,195.6423,55.91,23.27
161,2025-01-07 17:00:00+00:00,1.913,2.013,0.0,0.0,0.0,0.0,28.71437,26.758923,187.92683,197.21616,55.91,23.27
162,2025-01-07 18:00:00+00:00,2.613,2.313,0.0,0.0,0.0,0.0,29.01743,27.231804,191.44931,204.1932,55.91,23.27
163,2025-01-07 19:00:00+00:00,2.613,2.263,0.0,0.0,0.0,0.0,28.236486,25.455843,199.35909,208.7397,55.91,23.27
164,2025-01-07 20:00:00+00:00,2.463,2.213,0.0,0.0,0.0,0.0,27.276978,24.651457,202.50357,208.8107,55.91,23.27
165,2025-01-07 21:00:00+00:00,2.463,1.913,0.0,0.0,0.0,0.0,25.959969,23.532547,199.44012,209.3099,55.91,23.27
166,2025-01-07 22:00:00+00:00,2.363,1.663,0.0,0.0,0.0,0.0,26.282463,23.358425,203.40471,204.5901,55.91,23.27
167,2025-01-07 23:00:00+00:00,1.863,1.363,0.0,0.0,0.0,0.0,26.564486,23.540806,206.56499,203.42871,55.91,23.27
168,2025-01-08 00:00:00+00:00,1.963,1.513,0.0,0.0,0.0,0.0,24.967499,23.598541,204.71742,201.47685,55.91,23.27
169,2025-01-08 01:00:00+00:00,1.763,1.463,0.0,0.0,0.0,0.0,25.140787,25.952478,209.1342,203.7204,55.91,23.27
170,2025-01-08 02:00:00+00:00,1.613,1.363,0.0,0.0,0.0,0.0,24.162947,28.503725,213.45334,207.85956,55.91,23.27
171,2025-01-08 03:00:00+00:00,1.613,1.213,0.0,0.0,0.0,0.0,24.696104,29.024128,210.6772,209.7448,55.91,23.27
172,2025-01-08 04:00:00+00:00,1.613,1.163,0.0,0.0,0.0,0.0,27.871534,29.204409,215.53777,210.35803,55.91,23.27
173,2025-01-08 05:00:00+00:00,1.563,1.063,0.0,0.0,0.0,0.0,28.312117,31.863558,221.39143,212.07396,55.91,23.27
174,2025-01-08 06:00:00+00:00,1.563,1.013,0.0,0.0,0.0,0.0,22.89611,27.217524,216.68982,217.47626,55.91,23.27
175,2025-01-08 07:00:00+00:00,1.413,1.213,0.0,0.0,0.0,0.0,23.838959,30.344818,218.25447,221.63344,55.91,23.27
176,2025-01-08 08:00:00+00:00,1.313,1.013,0.0,0.0,5.0,7.0,28.66694,34.114628,215.28683,225.85501,55.91,23.27
177,2025-01-08 09:00:00+00:00,1.263,1.013,31.926188,4.9239917,42.0,28.0,33.004364,35.143818,219.24542,226.66023,55.91,23.27
178,2025-01-08 10:00:00+00:00,0.963,1.013,20.13303,15.081049,50.0,46.0,33.09651,32.078403,225.8813,224.09071,55.91,23.27
179,2025-01-08 11:00:00+00:00,1.013,1.313,13.369004,80.64653,49.0,88.0,29.793125,32.587456,223.53127,224.10492,55.91,23.27
180,2025-01-08 12:00:00+00:00,1.113,1.313,5.7533417,181.36932,38.0,116.0,31.336546,33.39473,227.32785,228.05878,55.91,23.27
181,2025-01-08 13:00:00+00:00,1.063,1.263,2.9184914,31.08166,29.0,51.0,26.474075,32.078403,224.9999,225.90929,55.91,23.27
182,2025-01-08 14:00:00+00:00,0.86300004,1.013,0.0,0.10858216,14.0,15.0,27.943514,32.587456,218.19873,224.10492,55.91,23.27
183,2025-01-08 15:00:00+00:00,0.213,0.263,0.0,0.0,0.0,0.0,28.66694,30.145567,215.28683,220.15593,55.91,23.27
184,2025-01-08 16:00:00+00:00,0.113000005,0.213,0.0,0.0,0.0,0.0,28.056913,29.598919,213.48619,221.05472,55.91,23.27
185,2025-01-08 17:00:00+00:00,0.363,0.31300002,0.0,0.0,0.0,0.0,27.908709,27.859905,210.20316,212.86867,55.91,23.27
186,2025-01-08 18:00:00+00:00,0.61300004,0.563,0.0,0.0,0.0,0.0,28.03612,30.007679,204.26129,210.25635,55.91,23.27
187,2025-01-08 19:00:00+00:00,0.61300004,0.563,0.0,0.0,0.0,0.0,31.106167,30.96837,203.89517,215.53777,55.91,23.27
